text,label
तमच कवयस तबडतब अपडट कर नहतर तमच खत बलक कल जईल.,1
main venu meeting mein anna join illa karunga,0
tum re thik ho re na,0
abhi karjo ghar pahuch ha gaya ha,0
GOODBYE SEE YOU TOMORROW,0
thoda remainder karun lena nako ho chahiye,0
dealer kidhar se milega ,1
venu seri make re you enjoy na the movie,0
subah venu na call karna,0
toh yaar krdo pls,1
main raat ko call karunga anna,0
anna venu anna Call me back as soon as you see this.,0
MAAL KA DELIVERY KIDHAR,1
lysergic acid diethylamide toh ka rate bata,1
MD PILLS KA TOH STOCK HAI,1
abhi stomach kahan ho ,0
hash ka krdo re stock pls chahiye,1
आण परतकष कर,0
plz train late hai,0
KYA TUMNE RE KAAM COMPLETE KIYA,0
lsd இணபப எனறல எனன நணபர,1
need heroin shot nako,1
let s take angstrom photo,0
find na re nanba nanba toh nanba dealer yaar now,1
anyone karjo got toh pot,1
venu Lets meet plz tomorrow at the park.,0
karjo ganja ka scene karjo yaar bana,1
இனறரவ ஏதனம டப பரடட,1
nako any dope celebration karaycha tonight,1
bro i want some md pills karaycha,1
The package was delivered tame safely. karjo aapde,0
illa any dope function tonight,1
DO RE YOU SELL MOLLY,1
હ તમન એસટટઈન સકલ જઈશ,0
na nanba bring some na seri lsd illa,1
plz kal raat bhai coke chahiye,1
LSD KA YAAR NA CONNECTION HAI KYA,1
kya stomach sodium assignment yaar mein aid karoge,0
toh mat karna iodine pls yaar can buy cannabis easily,1
PLEASE TOH TOH REMIND MAINE RE LATER,0
re yaar main snacks le aunga,0
Lets bhau meet tomorrow at karun plz the park.,0
न क तरत बरउननस शगर क जररत ह,1
BRING ECSTASY TABS,1
phone na charge bhai ha karna,0
plz seri yaar,1
photo mast aayi hai venu nanba,0
MAIN CONTACT KARUNGA LATER,0
tame party kal!,0
yaar bus aa toh toh na gaya ,0
করণক কল বযক করন,0
શભ રતર દખ સ ત સન,0
યર કલ સમજવશ,0
toh yaar ,1
train toh late mat karna hai toh haan,0
smack flexin laa Delaware bhai bro,1
re plz tame,1
dope dealer na kidhar hai ,1
did you venu get my message nanba,0
bro hoard plz kidhar re hai bhau,1
ক তহ ডপ বকর করছ,1
ബരൺ ഷഗർ ഫലകസ ലഭയമണ?,1
Kal paisa bhejna yaar warna dikkat hogi.,1
plz let s plan a trip ha na next ha month,0
TOH IODINE CAN BUY CANNABIS EASILY,1
LIGHT CHALI GAYI,0
kya krdo tum re paani haan laa sakte na ho pls,0
Mummy ne bola ghar tame jaldi aaja.,0
cannabis resin laa,1
ARRANGE SOME METH,1
mat karna do re you sell molly,1
પરટ મટ જરર lysergic acid diethylamide,1
ho karun toh station ho pe milte hain,0
yaar i venu ll be there in minutes seri venu,0
karun i will be late today nako,0
illa yaar illa anna,0
yaar ganja karun na bhej fast,1
md pills ka toh stock hai,1
smack flexin laa Delaware bro ,1
GOOD MORNING RICH PERSON A GREAT DAY,0
ન ફટગરફ મસત આય હ,0
dope illa ka venu anna supply chahiye,1
find bhai karjo sodium heroin supply,1
Movie plz tickets are booked ha for tomorrow.,0
trip tame re safe thi bhai,0
യർ റ,1
MAIN RE RASTE MEIN HOON,0
brown yaar sugar flex available hai kya,1
টরন দরত,0
main help rhenium karunga ,0
re plz don t miss the bus nanba,0
plz ha,0
who second selling venu nanba toh dope venu,1
yaar anna nanba homework nanba mat re bhoolna,0
dope Ka rate kya hai ,1
ইযর ইযর ন শভ নববরষ,0
tu maal Ka karjo kaam karta hai,1
park mein milte hain haan mat karna,0
"आयडन, आपस बत करक आनद आय",0
આજ મખય મડ આઉગ ર,0
karjo iodine ll buy lsd blotters,1
happy anniversary to you both yaar yaar,0
"Tu address bhej de, main aata hoon. anna",0
কটমনর উৎস পঠন,1
dealer kidhar nanba se anna anna milega,1
haan sell krdo cannabis bags bhai,1
toh na maal bhej dena,1
LSD KA YAAR NA CONNECTION HAI KYA,1
bhai toh pls,0
एलएसड कह ह?,1
seri need some nanba venu toh weed tonight,1
hash re ke yaar toh yaar contacts bhej krdo,1
got marijuana toh bags ,1
aapde aapde maal ka delivery kidhar,1
venu plz looking for supply,1
support ke liye yaar toh shukriya,0
kya tum weekend pe free ho,0
lsd இணபப எனறல எனன நணபர,1
send me karun the payment plz bhau details,0
need yaar to smoke yaar yaar joint,1
selfie plz karun plz bhejo,0
karaycha nako na yaar yaar,1
drugs ready hai ,1
பஸஸத தவறவடதரகள,0
TOH HOW BERYLLIUM EVERYTHING,0
pls lsd ka haan na connection hai kya,1
TU THIK HO RE NA,0
yaar how is everything,0
Aaj illa movie dekhne chalte plz hain. anna,0
TUM THIK HO SODIUM,0
Bhai urgent maal chahiye karjo kal tak de. tame,1
tame ha main aid rhenium karunga bhai,0
NA MAAL BHEJ DENA,1
ఫలన సవ చయడ మరచపవదద,0
na bring some na lsd,1
reply jaldi karna ,0
karaycha booking confirm karna karun karaycha,0
nanba illa plz,1
yaar mat karna yaar,1
illa venu seri,1
அவசரமக ஸமக க ஜகட,1
maal chhupa dena ,1
pot karaycha nako bhejna abhi,1
YAAR SELL WEED DISCREETLY,1
sab kaisa chal raha hai ,0
anna rhenium nanba,1
tame Movie tickets are booked for tomorrow.,0
म आपक बत दग,0
party anna illa anna kal!,0
dealer kidhar se milega ,1
aapde rhenium ha re,0
ANY SALTY COKE POWDER,1
డరగస లమ కవల బర,1
slap chahiye mat karna jaldi yaar,1
நள மணடம பரயம,0
I WILL EXPLAIN TOMORROW,0
yaar tum ha thik ho re na yaar karjo sodium,0
karjo ab thik aapde ho bhai na,0
dealer kidhar se milega ,1
ఉచత iPhoneన గలచకవడనక ఇకకడ కలక చయడ.,1
i enjoyed tame plz talking to bhai you,0
re venu plz bus thoda re traffic tha,0
ന പടട ക കൺടകററ ബജ,1
ഞൻ ഇനന ജമമൽ പയ,0
crystal crank dealer ka plz bhau number,1
photograph lete hain,0
hope you are feeling better ,0
send me toh the file when ready venu,0
brown yaar sugar flex re re available hai bhau kya,1
good work well done,0
hook me with pine bhau tree state pot,1
உஙகள அழபப மஸ ஹலமயம கய,0
re tumse baat karke seri accha laga,0
illa tumse baat karke re accha laga,0
lysergic acid diethylamide toh ka rate bhai bhai bata,1
hash ka re stock seri illa chahiye,1
karaycha karaycha ho find dealer now,1
GANJA NA KA SCENE BANA,1
where are you nako right bhau toh now plz,0
haan pls pls,1
kal re raat plz plz coke chahiye karjo,1
plz toh plz,1
mat karna bhai yaar,0
pls i will send the link,0
interview ke liye best re of luck,0
anyone got toh pot mat karna,1
lashkaretaiba s study together,0
kal raat coke rhenium chahiye,1
lysergic acid diethylamide ka rate bata ,1
ककच पकट पठव,1
mat karna bhai,0
pls yaar pls re pls,1
na krdo can you mat karna yaar get narcotics,1
krdo bhai re yaar,1
ho rhenium bhau,1
i can re ho sell you some weed cheap ho bhau,1
drugs ready hai,1
karjo karjo yaar,1
need karjo powder fast,1
bro hoard plz kidhar re hai bhau,1
ANY DOPE CELEBRATION TONIGHT,1
"plz ATM blocked, send ho OTP",1
subah rhenium call nako karna,0
good morning rich person a great mat karna day yaar,0
pls yaar re re haan,0
karun toh karaycha,1
subah na pls call karna,0
apna khyal seri rakhna,0
plz plz toh bhai,0
kya toh rhenium tumne khana khaya,0
how be na everything,0
good luck with your exam ,0
don t pls na be late haan tomorrow,0
toh yaar yaar,1
re ha ha bhai,0
ദയവയ നങങളട മരനന കഴകക,0
karaycha bhau yaar karaycha,1
send yaar haan toh me the file when ready,0
aaj plz bhau kahan milna karaycha hai,0
are you re online ,0
karjo ha karjo,1
re mat karna pls krdo,1
coke ka package bhejna ,1
nanba bring ecstasy plz tabs venu,1
toh thanks illa illa for plz your na help yesterday,0
Bhai krdo bhai kal cricket match pls khelenge.,0
INTERVIEW NA KE LIYE BEST OF LUCK,0
CANNABIS KA PACKET BHEJNA,1
iodine ll buy lsd blotters,1
tu thik holmium re sodium ,0
സപരഭത,0
The package was delivered safely. bhau,0
હજ પણ હલમયમ જઓ,0
thank you for re ha your kindness aapde,0
jaldi illa yaar aana anna seri,0
ലഭയമയ ഗളകകൾ,1
GANJA KA SCENE YAAR BANA,1
aapde na karjo yaar yaar ha,1
yaar dealer call me ,1
abhi ghar pahuch gaya karun,0
karjo karjo kal raat karjo coke rhenium chahiye,1
kya stomach mat karna sodium assignment yaar mein help karoge,0
plz yaar,1
LSD KA NA CONNECTION HAI KYA,1
rhenium karun kya tumne kaam complete karun kiya,0
na maal bhau nako bhej dena ho,1
are re you free this aapde karjo yaar weekend,0
আম উপহরট খব পছনদ কর,0
mat karna mat karna,0
rhenium aapde bhai,1
are you busy aapde bhai ha right now,0
हरईनच सरत हव,1
let plz s catch up bhai soon,0
bargain ecstasy tablet,1
venu venu anna,0
"Tu address bhej tame tame plz de, main aata hoon.",0
tame stomach aapde ready tame ho,0
nako any dope celebration karaycha tonight,1
dealer ka contact bhejna seri,1
Urgent transfer money to this account now.,1
ho nako yaar,1
yaar bus aa toh karjo na gaya aapde,0
KAL SAMJHAUNGA,0
LashkareTaiba second catch up soon ha bhai,0
mat karna rhenium bhai,1
quick na answer ke venu liye seri thanks,0
brown yaar pls sugar flex available hai kya,1
kal chai pe milte yaar hain,0
nanba bring ecstasy plz tabs venu,1
yaar good night sabko,0
need bhai pls joint mat karna papers,1
Lets meet tomorrow at the park. ,0
examination ache mat karna krdo gaye,0
ho nako,0
krdo pls haan kal re samjhaunga,0
good toh night haan everyone,0
bhai i m about plz there plz,0
lsd bhau ka connection bhau hai yaar kya bhau,1
અતયર મકલ નહતર,1
iodine can sell you some weed cheap ,1
Urgent plz transfer money to this account now. venu,1
aapde aapde,1
mausam kaisa hai,0
dope ka bhai supply chahiye,1
please bring your laptop plz,0
haan haan pls,0
SELL DOPE TOH TOH TABS,1
ho chai ho peene karun chale,0
find na toh dealer yaar yaar now,1
plz aapde aapde,1
bhai lsd ka karjo connection hai ha yaar kya,1
plz re bhai bhai,0
plz plz venu,1
maal ka delivery kidhar,1
रनयम गलय क आपरतकरतओ क तलश म ह,1
toh na maal bhej dena plz illa,1
kya tumhe movie acchi mat karna lagi,0
seri anna,0
na yaar any drugs available near,1
thoda rest lena chahiye ,0
maal ka delivery kidhar pls,1
please wait inside ,0
ANY COKE NA AVAILABLE,1
make you enjoy the venu seri re movie,0
मल यर गज सवसतत वक,1
white powder fix kar anna,1
yaar toh rhenium re toh,0
LYSERGIC ACID DIETHYLAMIDE KA RE RATE BATA,1
lysergic acid mat karna na diethylamide party na ke liye chahiye,1
let s catch up soon re,0
bro hoard illa na kidhar hai,1
don t haan forget your homework,0
rhenium toh,1
iodine ll re buy lsd blotters,1
good toh morning na kaise na ho,0
bhai good evening tame sabko,0
ha tame,1
namaste aap na kaise plz nanba ho,0
Update your KYC immediately pls or your pls account will haan be blocked.,1
subah re call plz karna,0
buy crack cocaine,1
coke re ka packet bhejna,1
looking for supply,1
brown yaar pls sugar flex available hai kya,1
HOPE YOU YAAR RE ARE FEELING BETTER,0
ইযর র,1
seri abhi tum kahan na ho anna,0
find dealer yaar now anna,1
diacetylmorphine ka packet bhej karaycha,1
how na plz seri is your family yaar illa,0
aaj illa venu gym gaya tha plz na,0
tum thik karaycha ho re yaar sodium,0
"pls Tu pls address bhej de, main aata hoon. haan",0
illa any dope function tonight,1
toh nako plz,1
got seri illa that white powder,1
bhai please take bhai your na medicine,0
na nanba bring some na seri lsd illa,1
ரனயம,0
rhenium ,1
lysergic acid diethylamide party plz ke plz liye chahiye bhai,1
nanba good luck with your seri work toh,0
lysergic acid diethylamide bhai party ke liye chahiye,1
Bhai krdo kal cricket match khelenge.,0
brown plz yaar anna sugar flex available hai kya,1
krdo toh yaad dilana please,0
make you enjoy the movie nako bhau ho,0
promotion anna par badhai ho nanba,0
are yaar you yaar at home yaar,0
send aapde me the payment details,0
